i_RP_2,i_RP_5,i_RP_10,i_RP_25,i_RP_50,i_RP_100,d
93.27439634672157,101.8415249905973,108.84128749938846,118.83821429059677,127.00619171512777,135.73556982718935,5
76.66674720004433,83.7084854658033,89.46192953771127,97.67888820051431,104.39254473295026,111.56764370055187,10
57.65953165190299,62.95548257257426,67.28253312169993,73.4623438662987,78.51155105806764,83.90779990306524,20
46.88989443764738,51.1966685737332,54.71551337982296,59.74106015686326,63.847177314477086,68.23551574616573,30
31.125752171741734,33.9846109093687,36.320438120726905,39.65642182010715,42.38208342734272,45.295084962291874,60
14.767683089133145,16.12407504396608,17.232313515376532,18.8150784808988,20.108274757787996,21.490354884524425,180
8.93247109861172,9.752906630834794,10.423242529600655,11.380603425354597,12.162814033371042,12.998787470336465,360
7.222315716803694,7.885675762818268,8.427673318001721,9.201743848734429,9.83419727687995,10.510120436996766,480
6.118262023098315,6.680216212905998,7.139360231046295,7.79510092656347,8.330873100271983,8.903469918693197,600
5.339764101406421,5.830214297563667,6.230936060735145,6.803239210311717,7.270838834012114,7.770577472867725,720
3.1726625535125277,3.464067368811602,3.7021593347201347,4.042197721704428,4.320025690876334,4.616949306963217,1440
