duration,P_RP_2Years,P_RP_5Years,P_RP_10Years,P_RP_25Years,P_RP_50Years,P_RP_100Years,i_RP_2Years,i_RP_5Years,i_RP_10Years,i_RP_25Years,i_RP_50Years,i_RP_100Years
5,9.248452591364844,10.98682975054194,12.033350688949177,13.24745600005304,14.076163141070873,14.84271829535616,110.98143109637813,131.84195700650326,144.40020826739013,158.96947200063647,168.9139576928505,178.11261954427394
10,14.688718821579455,17.44967078027249,19.11179227068399,21.040077176554828,22.35625910640668,23.57372905733037,88.13231292947674,104.69802468163496,114.67075362410394,126.24046305932897,134.13755463844006,141.44237434398224
15,19.040931805751143,22.61994360405693,24.774545536071834,27.274174117756257,28.980335878675323,30.558537666909736,76.16372722300457,90.47977441622773,99.09818214428734,109.09669647102503,115.92134351470129,122.23415066763894
20,22.03307823236918,26.174506170408737,28.667688406025977,31.56011576483224,33.534388659610016,35.36059358599555,66.09923469710755,78.52351851122621,86.00306521807792,94.68034729449673,100.60316597883005,106.08178075798666
25,24.753211347476487,29.40592668527401,32.206909196893385,35.45642635308314,37.67443664227792,39.72609896698266,59.40770723394357,70.57422404465763,77.29658207254413,85.09542324739954,90.418647941467,95.34263752075839
30,27.201331151073067,32.31420514865276,35.39220790867405,38.96310588250894,41.40047982667904,43.655053809871056,54.40266230214613,64.62841029730552,70.7844158173481,77.92621176501788,82.80095965335808,87.31010761974211
60,38.596483390036106,45.851237035250534,50.21867338392939,55.28548807653296,58.74392407839593,61.94298175724947,38.596483390036106,45.851237035250534,50.21867338392939,55.28548807653296,58.74392407839593,61.94298175724946
360,59.86393342128049,71.11620438120492,77.89018728935989,85.74892028196949,91.11302510118553,96.07482884797878,9.977322236880081,11.852700730200821,12.981697881559983,14.291486713661582,15.185504183530922,16.01247147466313
480,61.43930009026156,72.9876834438682,79.93992906013251,88.00547081570552,93.51073628805882,98.60311381766242,7.679912511282695,9.123460430483526,9.992491132516564,11.00068385196319,11.688842036007353,12.325389227207802
600,64.59003342822369,76.73064156919479,84.03941260167777,92.51857188317761,98.30615866180544,103.65968375702974,6.459003342822369,7.673064156919478,8.403941260167777,9.25185718831776,9.830615866180544,10.365968375702973
720,66.95308343169529,79.5378601631897,87.1140252578367,95.90339768378166,101.9027254421154,107.4521112115552,5.579423619307941,6.628155013599143,7.259502104819726,7.991949806981806,8.491893786842951,8.954342600962935
1440,86.64516679395861,102.93134844648081,112.73579739249456,124.11027935548216,131.8741152780317,139.05567333260086,3.6102152830816086,4.288806185270034,4.69732489135394,5.171261639811757,5.494754803251321,5.79398638885837
